Assistance No.;Job No.;Vessel;Description;Vessel Name;Job;Departure;Arrival;Start Mobilisation;Ordered;On Site;Start - On Site;Lignes;Start Job;Start Job - End Job;Lignes2;End Job;End Job - End Mobilisation;Lignes3;End Mobilisation;Total;Lignes4;Assistant Hrs;Running Hrs.;Time Registration;Used Configuration;Comments
ASS21027084;JOB21013799;SOUTHAMPTON;Southampton;ARTEMIS LEADER;FIREWATCH;;Zuidelijk Insteekdok ZID WEST;13/03/21 16:45:00;12/03/21 13:30:00;13/03/21 17:05:00;;;13/03/21 17:05:00;;;13/03/21 20:12:52;;;13/03/21 20:42:00;;;3,1;4,;Finished;;VRAI
ASS21026429;JOB21013658;SOUTHAMPTON;Southampton;FEDOR LITKE;FIREWATCH;;LNG LNG TERMINAL;12/03/21 00:00:00;12/03/21 00:10:00;12/03/21 00:10:00;;;12/03/21 00:10:00;;;12/03/21 06:00:00;;;12/03/21 06:00:00;;;5,8;6,;Finished;;FAUX
ASS21026279;JOB21013597;SOUTHAMPTON;Southampton;MELEQ;VOORHAVEN;;Hermespier C.RO  HERMESKAAI;11/03/21 23:30:00;11/03/21 23:45:00;11/03/21 23:45:00;;;11/03/21 23:45:00;;;11/03/21 23:55:00;;;12/03/21 00:25:00;;;0,2;0,9;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21026164;JOB21013538;SOUTHAMPTON;Southampton;VLADIMIR RUSANOV;VOORHAVEN;LNG LNG TERMINAL;;11/03/21 19:20:00;11/03/21 19:25:00;11/03/21 19:20:00;;;11/03/21 19:35:00;;;11/03/21 20:05:48;;;11/03/21 20:35:00;;;0,5;1,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21026215;JOB21013562;SOUTHAMPTON;Southampton;FEDOR LITKE;VOORHAVEN;;LNG LNG TERMINAL;11/03/21 19:20:00;11/03/21 22:05:00;11/03/21 21:30:00;;;11/03/21 22:05:00;;;11/03/21 23:30:00;;;12/03/21 00:00:00;;;1,4;4,7;Finished;TOWING WINCH FWD / STBD;FAUX
ASS21025868;JOB21013398;SOUTHAMPTON;Southampton;CSCL ATLANTIC OCEAN;FIREWATCH;;Albert II dok APM TERMINAL;11/03/21 10:30:00;11/03/21 10:45:00;11/03/21 10:45:00;;;11/03/21 10:45:00;;;11/03/21 14:17:53;;;11/03/21 14:30:00;;;3,5;4,;Finished;;VRAI
ASS21025769;JOB21013346;SOUTHAMPTON;Southampton;FINNSEA;VOORHAVEN;;Wielingendok WIELINGENDOK;11/03/21 05:45:00;11/03/21 06:20:00;11/03/21 06:15:00;;;11/03/21 06:30:00;;;11/03/21 07:30:00;;;11/03/21 07:45:00;;;1,;2,;Finished;;VRAI
ASS21025643;JOB21013289;SOUTHAMPTON;Southampton;LENA RIVER;VOORHAVEN;LNG LNG STEIGER WEST;;10/03/21 19:40:00;10/03/21 20:00:00;10/03/21 19:50:00;;;10/03/21 19:55:00;;;10/03/21 20:55:00;;;10/03/21 21:00:00;;;1,;1,3;Finished;;VRAI
ASS21025241;JOB21013050;SOUTHAMPTON;Southampton;LENA RIVER;FIREWATCH;;LNG LNG STEIGER WEST;09/03/21 22:30:00;09/03/21 20:50:00;09/03/21 22:30:00;;;09/03/21 22:30:00;;;10/03/21 07:00:00;;;10/03/21 07:30:00;;;8,5;9,;Finished;;FAUX
ASS21025242;JOB21013004;SOUTHAMPTON;Southampton;VLADIMIR RUSANOV;FIREWATCH;;LNG LNG TERMINAL;09/03/21 22:30:00;09/03/21 15:15:00;09/03/21 22:30:00;;;09/03/21 22:30:00;;;10/03/21 07:00:00;;;10/03/21 07:30:00;;;8,5;9,;Finished;;FAUX
ASS21025185;JOB21013028;SOUTHAMPTON;Southampton;LENA RIVER;VOORHAVEN;;LNG LNG STEIGER WEST;09/03/21 17:45:00;09/03/21 19:00:00;09/03/21 18:25:00;;;09/03/21 18:45:00;;;09/03/21 20:25:00;;;09/03/21 20:55:00;;;1,7;3,2;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21025148;JOB21013005;SOUTHAMPTON;Southampton;UNITED SPIRIT;LOCK;Noordelijk Insteekdok ICO WEST;;09/03/21 15:45:00;09/03/21 16:15:00;09/03/21 16:15:00;;;09/03/21 16:15:08;;;09/03/21 17:54:49;;;09/03/21 18:24:01;;;1,7;2,7;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21025083;JOB21012953;SOUTHAMPTON;Southampton;LAKE GENEVA;LOCK;Zuidelijk Insteekdok ZID WEST;;09/03/21 12:30:00;09/03/21 13:10:00;09/03/21 13:00:00;;;09/03/21 13:05:00;;;09/03/21 14:03:42;;;09/03/21 14:35:00;;;1,;2,1;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21024914;JOB21012886;SOUTHAMPTON;Southampton;OPAL LEADER;LOCK;Zuidelijk Insteekdok ZID OOST;;09/03/21 04:10:00;09/03/21 04:15:00;09/03/21 04:20:00;;;09/03/21 04:20:00;;;09/03/21 05:45:00;;;09/03/21 05:45:00;;;1,4;1,6;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21024905;JOB21012869;SOUTHAMPTON;Southampton;VIKING AMBER;LOCK;;Zuidelijk Insteekdok ZID WEST;09/03/21 03:10:00;09/03/21 02:00:00;09/03/21 03:25:00;;;09/03/21 03:35:00;;;09/03/21 04:10:00;;;09/03/21 04:10:00;;;0,6;1,;Finished;;VRAI
ASS21024879;JOB21012857;SOUTHAMPTON;Southampton;MORNING CLAIRE;LOCK;;Zuidelijk Insteekdok TOYOTA ZID;09/03/21 00:00:00;08/03/21 23:15:00;09/03/21 00:30:00;;;09/03/21 00:30:00;;;09/03/21 01:15:00;;;09/03/21 01:45:00;;;0,8;1,8;Finished;;VRAI
ASS21024692;JOB21012703;SOUTHAMPTON;Southampton;THALASSA MANA;VOORHAVEN;;Albert II dok APM TERMINAL;08/03/21 09:40:00;08/03/21 10:40:00;08/03/21 10:25:00;;;08/03/21 10:40:00;;;08/03/21 12:05:00;;;08/03/21 12:35:00;;;1,4;2,9;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21024547;JOB21012650;SOUTHAMPTON;Southampton;GEORGIY USHAKOV;VOORHAVEN;;LNG LNG TERMINAL;08/03/21 03:50:00;08/03/21 04:35:00;08/03/21 04:30:00;;;08/03/21 04:35:00;;;08/03/21 05:55:00;;;08/03/21 06:25:00;;;1,3;2,6;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21024449;JOB21012614;SOUTHAMPTON;Southampton;TRITON LEADER;LOCK;Zuidelijk Insteekdok ZID WEST;;07/03/21 18:50:00;07/03/21 19:00:00;07/03/21 18:55:00;;;07/03/21 19:00:00;;;07/03/21 20:20:00;;;07/03/21 20:50:00;;;1,3;2,;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21024415;JOB21012596;SOUTHAMPTON;Southampton;LAKE GENEVA;LOCK;;Zuidelijk Insteekdok ZID WEST;07/03/21 15:45:00;07/03/21 16:30:00;07/03/21 16:15:00;;;07/03/21 16:30:10;;;07/03/21 18:50:00;;;07/03/21 18:50:00;;;2,3;3,1;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21024365;JOB21012560;SOUTHAMPTON;Southampton;NEXOE MAERSK;VOORHAVEN;Albert II dok APM TERMINAL;Ligplaats S861, BERENDRECHT (Europaterminal);07/03/21 12:00:00;07/03/21 12:30:00;07/03/21 12:30:00;;;07/03/21 12:30:00;;;07/03/21 12:53:35;;;07/03/21 13:23:00;;;0,4;1,4;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21024153;JOB21012491;SOUTHAMPTON;Southampton;VIKING DIAMOND;LOCK;Zuidelijk Insteekdok STEIGER TOYOTA;;06/03/21 21:30:00;06/03/21 21:35:00;06/03/21 21:35:00;;;06/03/21 21:35:00;;;06/03/21 23:15:00;;;06/03/21 23:45:00;;;1,7;2,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21024121;JOB21012442;SOUTHAMPTON;Southampton;CARLOS FISCHER;LOCK;;Noordelijk Insteekdok BNFW WEST;06/03/21 20:25:00;06/03/21 19:25:00;06/03/21 20:30:00;;;06/03/21 20:35:00;;;06/03/21 21:15:00;;;06/03/21 21:30:00;;;0,7;1,1;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21024022;JOB21012384;SOUTHAMPTON;Southampton;GRAND DUKE;LOCK;;Zuidelijk Insteekdok SRT ZID;06/03/21 14:10:00;06/03/21 13:35:00;06/03/21 14:40:00;;;06/03/21 14:53:17;;;06/03/21 15:40:00;;;06/03/21 16:10:00;;;0,8;2,;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21023983;JOB21012371;SOUTHAMPTON;Southampton;TRITON LEADER;LOCK;;Zuidelijk Insteekdok ZID WEST;06/03/21 11:30:00;06/03/21 10:45:00;06/03/21 12:05:00;;;06/03/21 12:34:59;;;06/03/21 13:00:00;;;06/03/21 13:30:00;;;0,4;2,;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21023857;JOB21012337;SOUTHAMPTON;Southampton;APOLLON HIGHWAY;LOCK;;Zuidelijk Insteekdok ZID OOST;06/03/21 03:30:00;06/03/21 03:10:00;06/03/21 03:45:00;;;06/03/21 04:30:00;;;06/03/21 05:15:00;;;06/03/21 05:45:00;;;0,8;2,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21023843;JOB21012333;SOUTHAMPTON;Southampton;VIKING DIAMOND;SHIFT ACHTERHAVEN;;Noordelijk Insteekdok ICO WEST;06/03/21 02:20:00;06/03/21 02:30:00;06/03/21 02:30:00;;;06/03/21 02:30:00;;;06/03/21 03:30:00;;;06/03/21 03:30:00;;;1,;1,2;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21023825;JOB21012323;SOUTHAMPTON;Southampton;OPAL LEADER;LOCK;;Zuidelijk Insteekdok ZID OOST;06/03/21 00:55:00;06/03/21 00:05:00;06/03/21 01:25:00;;;06/03/21 01:30:00;;;06/03/21 02:20:00;;;06/03/21 02:20:00;;;0,8;1,4;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21023795;JOB21012315;SOUTHAMPTON;Southampton;TORONTO;SHIFT ACHTERHAVEN;;Zuidelijk Insteekdok SRT ZID;05/03/21 21:40:00;05/03/21 21:55:00;05/03/21 21:50:00;;;05/03/21 21:55:00;;;05/03/21 22:45:00;;;05/03/21 23:15:00;;;0,8;1,6;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21023750;JOB21012295;SOUTHAMPTON;Southampton;PROMETHEUS LEADER;LOCK;;Zuidelijk Insteekdok ZID WEST;05/03/21 18:05:00;05/03/21 18:30:00;05/03/21 18:25:00;;;05/03/21 18:30:00;;;05/03/21 20:25:00;;;05/03/21 20:55:00;;;1,9;2,8;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21023644;JOB21012212;SOUTHAMPTON;Southampton;MANON;LOCK;Noordelijk Insteekdok ICO WEST;;05/03/21 13:30:00;05/03/21 13:50:00;05/03/21 13:56:00;;;05/03/21 13:57:52;;;05/03/21 15:44:33;;;05/03/21 16:14:05;;;1,8;2,7;Finished;TOWING WINCH FWD / STBD;VRAI
ASS21023423;JOB21012124;SOUTHAMPTON;Southampton;NOCC OCEANIC;LOCK;;Zuidelijk Insteekdok WALLENIUS;05/03/21 02:45:00;05/03/21 01:55:00;05/03/21 03:00:00;;;05/03/21 03:10:00;;;05/03/21 03:50:00;;;05/03/21 04:20:00;;;0,7;1,6;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21023372;JOB21012109;SOUTHAMPTON;Southampton;MANON;SHIFT ACHTERHAVEN;k531;k408;04/03/21 23:30:00;04/03/21 23:50:00;04/03/21 23:50:00;;;04/03/21 23:50:00;;;05/03/21 00:50:00;;;05/03/21 01:20:00;;;1,;1,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21023347;JOB21012092;SOUTHAMPTON;Southampton;TORONTO;LOCK;;Zuidelijk Insteekdok SRT ZID;04/03/21 19:15:00;04/03/21 22:00:00;04/03/21 19:35:00;;;04/03/21 19:35:00;;;04/03/21 21:40:00;;;04/03/21 22:10:00;;;2,1;2,9;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21023184;JOB21011998;SOUTHAMPTON;Southampton;AL GHARRAFA;VOORHAVEN;;LNG LNG STEIGER WEST;04/03/21 12:15:00;04/03/21 13:10:00;04/03/21 13:00:00;;;04/03/21 13:30:59;;;04/03/21 15:05:51;;;04/03/21 15:35:00;;;1,6;3,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21023114;JOB21011939;SOUTHAMPTON;Southampton;MANON;LOCK;;Zuidelijk Insteekdok WALLENIUS;04/03/21 10:15:00;04/03/21 10:40:00;04/03/21 10:31:03;;;04/03/21 10:40:00;;;04/03/21 11:25:00;;;04/03/21 11:55:00;;;0,8;1,7;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21022619;JOB21011738;SOUTHAMPTON;Southampton;LNG MERAK;FIREWATCH;;LNG LNG TERMINAL;03/03/21 02:00:00;02/03/21 01:20:00;03/03/21 02:30:00;;;03/03/21 02:30:00;;;04/03/21 10:33:31;;;04/03/21 10:40:00;;;32,1;32,7;Finished;;FAUX
ASS21022570;JOB21011724;SOUTHAMPTON;Southampton;CARMEN;LOCK;Zuidelijk Insteekdok WALLENIUS;;03/03/21 00:01:00;03/03/21 00:25:00;03/03/21 00:25:29;;;03/03/21 00:25:31;;;03/03/21 01:59:45;;;03/03/21 02:30:00;;;1,6;2,5;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21022475;JOB21011675;SOUTHAMPTON;Southampton;OLYMPIAN HIGHWAY;LOCK;;Zuidelijk Insteekdok ZID OOST;02/03/21 15:14:12;02/03/21 16:00:00;02/03/21 15:42:48;;;02/03/21 15:59:56;;;02/03/21 17:54:42;;;02/03/21 18:25:00;;;1,9;3,2;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21022421;JOB21011619;SOUTHAMPTON;Southampton;GAS AGILITY;VOORHAVEN;LNG LNG STEIGER WEST;;02/03/21 13:15:56;02/03/21 13:50:00;02/03/21 13:42:32;;;02/03/21 13:50:00;;;02/03/21 14:21:54;;;02/03/21 14:23:58;;;0,5;1,1;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21022187;JOB21011475;SOUTHAMPTON;Southampton;LNG MERAK;VOORHAVEN;;LNG LNG TERMINAL;01/03/21 22:35:00;01/03/21 23:00:00;01/03/21 23:00:00;;;01/03/21 23:23:57;;;02/03/21 01:01:29;;;02/03/21 01:30:00;;;1,6;2,9;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21022178;JOB21011471;SOUTHAMPTON;Southampton;CHRISTOPHE DE MARGERIE;VOORHAVEN;LNG LNG TERMINAL;;01/03/21 21:00:00;01/03/21 21:30:00;01/03/21 21:30:00;;;01/03/21 21:30:00;;;01/03/21 22:08:47;;;01/03/21 22:38:00;;;0,6;1,6;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21021822;JOB21011254;SOUTHAMPTON;Southampton;CHRISTOPHE DE MARGERIE;FIREWATCH;;LNG LNG TERMINAL;01/03/21 00:10:00;01/03/21 00:10:00;01/03/21 00:10:00;;;01/03/21 00:10:00;;;01/03/21 21:30:00;;;01/03/21 22:00:00;;;21,3;21,8;Finished;;FAUX
ASS21021784;JOB21011240;SOUTHAMPTON;Southampton;CHRISTOPHE DE MARGERIE;VOORHAVEN;;LNG LNG TERMINAL;28/02/21 21:25:00;28/02/21 22:30:00;28/02/21 22:20:11;;;28/02/21 22:23:05;;;01/03/21 00:11:02;;;01/03/21 00:41:00;;;1,8;3,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21021519;JOB21011134;SOUTHAMPTON;Southampton;ATLANTIC SAIL;VOORHAVEN;Visartsluis - ZP1 OCHZ WESTERHOOFD;;28/02/21 06:52:50;28/02/21 07:05:00;28/02/21 07:05:52;;;28/02/21 07:05:56;;;28/02/21 07:51:31;;;28/02/21 08:20:00;;;0,8;1,5;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21021461;JOB21011125;SOUTHAMPTON;Southampton;OOCL SCANDINAVIA;VOORHAVEN;Albert II dok APM TERMINAL;;27/02/21 23:50:00;28/02/21 02:00:00;28/02/21 00:20:00;;;28/02/21 02:04:59;;;28/02/21 02:34:33;;;28/02/21 03:05:00;;;0,5;3,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21021422;JOB21011113;SOUTHAMPTON;Southampton;GLOVIS SPRING;LOCK;Zuidelijk Insteekdok ZID OOST;;27/02/21 19:00:00;27/02/21 22:15:00;27/02/21 22:05:35;;;27/02/21 22:14:04;;;27/02/21 23:50:53;;;28/02/21 00:20:00;;;1,6;5,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21021337;JOB21011084;SOUTHAMPTON;Southampton;VLADIMIR VORONIN;VOORHAVEN;LNG LNG TERMINAL;;27/02/21 15:09:08;27/02/21 15:30:00;27/02/21 15:28:38;;;27/02/21 15:28:41;;;27/02/21 15:58:24;;;27/02/21 16:30:00;;;0,5;1,3;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21021134;JOB21011004;SOUTHAMPTON;Southampton;OOCL SCANDINAVIA;VOORHAVEN;;Albert II dok APM TERMINAL;27/02/21 02:16:00;27/02/21 02:55:00;27/02/21 02:50:00;;;27/02/21 02:55:02;;;27/02/21 04:09:30;;;27/02/21 04:39:00;;;1,2;2,4;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21021115;JOB21010865;SOUTHAMPTON;Southampton;GRAND DUKE;LOCK;Zuidelijk Insteekdok TOYOTA ZID;;27/02/21 00:10:00;27/02/21 00:45:00;27/02/21 00:40:00;;;27/02/21 00:45:32;;;27/02/21 02:13:30;;;27/02/21 02:43:00;;;1,5;2,6;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21021041;JOB21010968;SOUTHAMPTON;Southampton;CITY OF ST PETERSBURG;LOCK;;Noordelijk Insteekdok ICO WEST;26/02/21 19:40:00;26/02/21 20:25:00;26/02/21 20:10:00;;;26/02/21 20:25:50;;;26/02/21 22:26:31;;;26/02/21 22:56:00;;;2,;3,3;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21020905;JOB21010873;SOUTHAMPTON;Southampton;GRAND DUKE;LOCK;;Zuidelijk Insteekdok TOYOTA ZID;26/02/21 12:45:00;26/02/21 13:20:00;26/02/21 13:15:00;;;26/02/21 13:20:14;;;26/02/21 15:23:36;;;26/02/21 16:31:55;;;2,1;3,8;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21020754;JOB21010776;SOUTHAMPTON;Southampton;VLADIMIR VORONIN;VOORHAVEN;;LNG LNG TERMINAL;26/02/21 08:36:29;26/02/21 09:35:00;26/02/21 09:25:34;;;26/02/21 09:35:03;;;26/02/21 11:10:05;;;26/02/21 11:40:00;;;1,6;3,1;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21020709;JOB21010735;SOUTHAMPTON;Southampton;LNG DUBHE;VOORHAVEN;;LNG LNG STEIGER WEST;26/02/21 03:10:00;26/02/21 04:30:00;26/02/21 03:56:50;;;26/02/21 04:01:11;;;26/02/21 05:52:29;;;26/02/21 06:22:00;;;1,9;3,2;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21020678;JOB21010712;SOUTHAMPTON;Southampton;OOCL INDONESIA;VOORHAVEN;Albert II dok APM TERMINAL;;26/02/21 00:30:00;26/02/21 01:00:00;26/02/21 01:00:00;;;26/02/21 01:03:04;;;26/02/21 01:46:49;;;26/02/21 02:16:00;;;0,7;1,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21020595;JOB21010686;SOUTHAMPTON;Southampton;SIRIUS HIGHWAY;LOCK;Zuidelijk Insteekdok ZID OOST;;25/02/21 18:30:00;25/02/21 19:10:00;25/02/21 19:00:00;;;25/02/21 19:11:46;;;25/02/21 20:42:21;;;25/02/21 21:13:00;;;1,5;2,7;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21020340;JOB21010508;SOUTHAMPTON;Southampton;OOCL INDONESIA;VOORHAVEN;;Albert II dok APM TERMINAL;25/02/21 01:15:00;25/02/21 02:00:00;25/02/21 01:50:59;;;25/02/21 02:00:00;;;25/02/21 03:28:48;;;25/02/21 04:00:00;;;1,5;2,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21020310;JOB21010497;SOUTHAMPTON;Southampton;VEGA LEADER;LOCK;;Zuidelijk Insteekdok TOYOTA ZID;24/02/21 22:15:00;24/02/21 22:50:00;24/02/21 22:34:22;;;24/02/21 22:50:00;;;24/02/21 23:21:09;;;24/02/21 23:50:00;;;0,5;1,6;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21020238;JOB21010473;SOUTHAMPTON;Southampton;CMA CGM FORT FLEUR D'EPEE;VOORHAVEN;;Albert II dok APM TERMINAL;24/02/21 19:15:00;24/02/21 19:50:00;24/02/21 19:50:00;;;24/02/21 19:50:02;;;24/02/21 20:42:01;;;24/02/21 21:10:00;;;0,9;1,9;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21020169;JOB21010436;SOUTHAMPTON;Southampton;GREAT SEA;SHIFT VOORHAVEN;Albert II dok APM TERMINAL K 120;K 123;24/02/21 04:35:00;24/02/21 17:00:00;24/02/21 17:00:00;;;24/02/21 17:00:00;;;24/02/21 18:30:00;;;24/02/21 19:00:00;;;1,5;14,4;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21019863;JOB21010258;SOUTHAMPTON;Southampton;PROGRESS ACE;LOCK;Noordelijk Insteekdok ICO WEST;;23/02/21 21:40:00;23/02/21 22:25:00;23/02/21 22:29:59;;;23/02/21 22:30:23;;;23/02/21 23:45:27;;;24/02/21 00:15:00;;;1,3;2,6;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21019832;JOB21010245;SOUTHAMPTON;Southampton;GARNET LEADER;LOCK;Zuidelijk Insteekdok TOYOTA ZID;;23/02/21 19:15:00;23/02/21 20:15:00;23/02/21 20:32:11;;;23/02/21 20:32:13;;;23/02/21 21:38:29;;;23/02/21 21:40:00;;;1,1;2,4;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21019476;JOB21010074;SOUTHAMPTON;Southampton;PARSIFAL;LOCK;;Zuidelijk Insteekdok WALLENIUS;23/02/21 02:45:00;23/02/21 03:15:00;23/02/21 03:17:02;;;23/02/21 03:17:05;;;23/02/21 03:48:34;;;23/02/21 04:20:00;;;0,5;1,6;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21019437;JOB21010052;SOUTHAMPTON;Southampton;ALTAIR LEADER;LOCK;Zuidelijk Insteekdok ZID WEST;;22/02/21 23:30:00;23/02/21 00:00:00;22/02/21 23:53:43;;;23/02/21 00:03:37;;;23/02/21 01:21:56;;;23/02/21 01:50:00;;;1,3;2,3;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21019273;JOB21009961;SOUTHAMPTON;Southampton;THALATTA;LOCK;Zuidelijk Insteekdok WALLENIUS;;22/02/21 14:35:00;22/02/21 14:30:00;22/02/21 15:12:56;;;22/02/21 15:15:00;;;22/02/21 15:35:00;;;22/02/21 16:05:00;;;0,3;1,5;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21019191;JOB21009958;SOUTHAMPTON;Southampton;GREAT SEA;VOORHAVEN;;Albert II dok APM TERMINAL;22/02/21 12:55:00;22/02/21 11:45:00;22/02/21 13:20:00;;;22/02/21 13:30:00;;;22/02/21 14:30:00;;;22/02/21 15:00:00;;;1,;2,1;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21019607;JOB21009890;SOUTHAMPTON;Southampton;CMA CGM OTELLO;VOORHAVEN;;Albert II dok APM TERMINAL;22/02/21 10:05:00;22/02/21 10:31:00;22/02/21 10:30:00;;;22/02/21 10:35:00;;;22/02/21 11:40:00;;;22/02/21 12:10:00;;;1,1;2,1;Finished;;VRAI
ASS21019077;JOB21009865;SOUTHAMPTON;Southampton;YANTIAN;VOORHAVEN;Albert II dok APM TERMINAL;;22/02/21 03:30:00;22/02/21 04:00:00;22/02/21 04:01:07;;;22/02/21 04:01:07;;;22/02/21 05:05:55;;;22/02/21 05:35:00;;;1,1;2,1;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21019062;JOB21009859;SOUTHAMPTON;Southampton;GEORGIY BRUSILOV;FIREWATCH;Brandwacht;LNG LNG TERMINAL;22/02/21 01:15:00;22/02/21 01:00:00;22/02/21 01:15:00;;;22/02/21 01:15:00;;;22/02/21 03:30:00;;;22/02/21 04:00:00;;;2,3;2,8;Finished;;FAUX
ASS21019032;JOB21009846;SOUTHAMPTON;Southampton;GEORGIY BRUSILOV;VOORHAVEN;LNG TERMINAL;LNG LNG TERMINAL;21/02/21 22:15:00;21/02/21 23:00:00;21/02/21 22:55:26;;;21/02/21 23:08:21;;;22/02/21 01:01:31;;;22/02/21 01:01:57;;;1,9;2,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21018981;JOB21009823;SOUTHAMPTON;Southampton;GRAND DAHLIA;LOCK;;Zuidelijk Insteekdok ZID WEST;21/02/21 19:39:31;21/02/21 17:26:00;21/02/21 19:51:17;;;21/02/21 19:56:44;;;21/02/21 20:27:52;;;21/02/21 21:00:00;;;0,5;1,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21018962;JOB21009810;SOUTHAMPTON;Southampton;AQUARIUS ACE;VOORHAVEN;;Visartsluis - ZP1 OCHZ WESTERHOOFD;21/02/21 18:30:00;21/02/21 16:09:00;21/02/21 19:01:49;;;21/02/21 19:03:20;;;21/02/21 19:37:23;;;21/02/21 19:39:01;;;0,6;1,2;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21018787;JOB21009731;SOUTHAMPTON;Southampton;VIKING AMBER;LOCK;;Zuidelijk Insteekdok ZID WEST;21/02/21 04:30:00;21/02/21 03:41:00;21/02/21 05:00:00;;;21/02/21 05:13:32;;;21/02/21 06:53:01;;;21/02/21 07:20:00;;;1,7;2,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21018757;JOB21009717;SOUTHAMPTON;Southampton;EMERALD LEADER;LOCK;Zuidelijk Insteekdok ZID WEST;;21/02/21 01:35:04;21/02/21 02:45:00;21/02/21 01:35:05;;;21/02/21 01:43:52;;;21/02/21 03:08:15;;;21/02/21 03:40:00;;;1,4;2,1;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21018746;JOB21009710;SOUTHAMPTON;Southampton;THALATTA;LOCK;;Zuidelijk Insteekdok WALLENIUS;20/02/21 22:45:00;20/02/21 19:18:00;20/02/21 23:28:16;;;20/02/21 23:28:17;;;21/02/21 01:33:41;;;21/02/21 01:33:47;;;2,1;2,8;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21018680;JOB21009685;SOUTHAMPTON;Southampton;CSCL ATLANTIC OCEAN;VOORHAVEN;Albert II dok APM TERMINAL;;20/02/21 19:00:00;20/02/21 19:30:00;20/02/21 19:25:00;;;20/02/21 19:30:00;;;20/02/21 20:20:00;;;20/02/21 20:50:00;;;0,8;1,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21018408;JOB21009568;SOUTHAMPTON;Southampton;PROGRESS ACE;LOCK;;Zuidelijk Insteekdok ZID WEST;19/02/21 23:30:46;19/02/21 22:27:00;19/02/21 23:57:57;;;20/02/21 00:02:56;;;20/02/21 00:36:45;;;20/02/21 01:05:00;;;0,6;1,6;Finished;TOWING WINCH FWD / PORT;VRAI
